Vegetation Type;BOUT ID;Date;Start;Species;Total grams per 30 min bout;Foragers;Grams/Forager Hr;Kcal/g;Source;n;return(400);return(300);return(240);return(180)
Limestone fynbos;160;12 November 2015;0,607638889;Pelargonium lobatum;363;2;362.9;0.3280;Sp;1;119;90,86106012;71,78883892;51,07497476
Limestone fynbos;161;12 November 2015;0,652777778;Pelargonium triste;234;2;233.6;0.6182;Sp;3;144;109,9495181;86,87052777;61,80501147
Limestone fynbos;166;07 December 2015;0,645833333;Babiana patula;4;1;7.3;1.0239;Gen;3;7;5,344768242;4,222872877;3,00441028
Limestone fynbos;166;07 December 2015;0,645833333;Ferraria crispa;27;2;27.2;0.7472;Sp;1;20;15,27076641;12,06535108;8,584029371
Limestone fynbos;167;08 December 2015;0,4375;Babiana patula;16;2;15.9;1.0239;Gen;3;16;12,21661313;9,652280863;6,867223497
Limestone fynbos;167;08 December 2015;0,4375;Gladiolus carinatus;27;2;27.2;NA;NA;NA;0;0;0;0
Limestone fynbos;169;08 December 2015;0,55;Pelargonium lobatum;939;2;938.9;0.3280;Sp;1;308;235,1698027;185,8064066;132,1940523
Limestone fynbos;170;08 December 2015;0,583333333;Zero;0;2;0;0;Sp;1;0;0;0;0
Limestone fynbos;172;08 December 2015;0,384722222;Gladiolus carinatus;12;1;22.7;NA;NA;NA;0;0;0;0
Limestone fynbos;172;08 December 2015;0,384722222;Osyris compressa;12;1;22.7;NA;NA;NA;0;0;0;0
Limestone fynbos;192;19 January 2016;0,429166667;Carpobrotus acinaciformis;4;1;6.7;0.6408;Sp;1;4;3,054153281;2,413070216;1,716805874
Limestone fynbos;192;19 January 2016;0,429166667;Zero;0;1;0;0;Sp;1;0;0;0;0
Limestone fynbos;194;19 January 2016;0,563888889;Carpobrotus acinaciformis;4;1;6.7;0.6408;Sp;1;4;3,054153281;2,413070216;1,716805874
Limestone fynbos;200;20 January 2016;0,34375;Ledebouria revoluta;7;1;13.6;NA;NA;NA;0;0;0;0
Limestone fynbos;201;20 January 2016;0,379861111;Albuca juncifolia subsp juncifolia;5;1;9.1;NA;NA;NA;0;0;0;0
Limestone fynbos;201;20 January 2016;0,379861111;Cyrtanthus fergusoniae;61;1;122.5;NA;NA;NA;0;0;0;0
Limestone fynbos;201;20 January 2016;0,379861111;Ledebouria revoluta;30;1;59.0;NA;NA;NA;0;0;0;0
Limestone fynbos;223;25 February 2016;0,425694444;Carpobrotus acinaciformis;2;1;4.0;0.6408;Sp;1;3;2,290614961;1,809802662;1,287604406
Limestone fynbos;223;25 February 2016;0,425694444;Cyphia digitata;116;2;115.7;0.2978;Sp;1;34;25,96030289;20,51109683;14,59284993
Limestone fynbos;224;25 February 2016;0,501388889;Zero;0;2;0;0;Sp;1;0;0;0;0
Limestone fynbos;225;25 February 2016;0,564583333;Cyphia digitata;34;2;34;0.2978;Sp;1;10;7,635383203;6,032675539;4,292014686
Limestone fynbos;227;25 February 2016;0,370833333;Carpobrotus acinaciformis;4;1;6.7;0.6408;Sp;1;4;3,054153281;2,413070216;1,716805874
Limestone fynbos;227;25 February 2016;0,370833333;Cyphia digitata;195;2;195.0;0.2978;Sp;1;58;44,28522258;34,98951813;24,89368518
Limestone fynbos;241;10 March 2016;0,609027778;Watsonia meriana;107;2;106.6;0.4546;Sp;1;48;36,64983938;28,95684259;20,60167049
Limestone fynbos;261;07 April 2016;0,5875;Searsia lucida;12;1;22.7;NA;NA;NA;0;0;0;0
Limestone fynbos;261;07 April 2016;0,5875;Zero;0;1;0;0;Sp;1;0;0;0;0
Limestone fynbos;264;08 April 2016;0,429166667;Cyphia digitata;207;2;206.4;0.2978;Sp;1;61;46,57583754;36,79932079;26,18128958
Limestone fynbos;267;08 April 2016;0,390972222;Cyphia digitata;266;2;265.4;0.2978;Sp;1;79;60,31952731;47,65813676;33,90691602
Limestone fynbos;271;09 May 2016;0,359027778;Babiana ambigua;7;1;13.6;1.0744;Sp;1;15;11,4530748;9,049013309;6,438022028
Limestone fynbos;271;09 May 2016;0,359027778;Pelargonium lobatum;7;1;13.6;0.3280;Sp;1;4;3,054153281;2,413070216;1,716805874
Limestone fynbos;272;09 May 2016;0,409027778;Cyphia digitata;7;1;13.6;0.2978;Sp;1;4;3,054153281;2,413070216;1,716805874
Limestone fynbos;272;09 May 2016;0,409027778;Pelargonium lobatum;34;2;34.0;0.3280;Sp;1;11;8,398921524;6,635943093;4,721216154
Limestone fynbos;275;10 May 2016;0,604166667;Pelargonium triste;420;2;419.6;0.6182;Sp;3;259;197,756425;156,2462965;111,1631804
Limestone fynbos;303;15 June 2016;0,538194444;Zero;0;2;0;0;Sp;1;0;0;0;0
Limestone fynbos;304;15 June 2016;0,581944444;Eriospermum cordiforme;281;2;281.2;0.1849;Gen;1;52;39,70399266;31,3699128;22,31847637
Limestone fynbos;310;16 June 2016;0,407638889;Eriospermum cordiforme;21;2;20.4;0.1849;Gen;1;4;3,054153281;2,413070216;1,716805874
Limestone fynbos;310;16 June 2016;0,407638889;Tritonia squalida;30;2;30.1;NA;NA;NA;0;0;0;0
Limestone fynbos;310;16 June 2016;0,407638889;Wachendorfia paniculata;24;1;47.6;2.0897;Gen;1;99;75,59029371;59,72348784;42,49094539
Limestone fynbos;319;12 July 2016;0,545833333;Pelargonium lobatum;926;2;925.3;0.3280;Sp;1;303;231,3521111;182,7900688;130,048045
Limestone fynbos;321;12 July 2016;0,622222222;Zero;0;2;0;0;Sp;1;0;0;0;0
Limestone fynbos;325;13 July 2016;0,538888889;Watsonia fourcadei;572;2;571.5;0.4861;Sp;2;278;212,2636531;167,70838;119,3180083
Limestone fynbos;333;14 July 2016;0,375694444;Cyphia digitata;141;2;140.6;0.2978;Sp;1;42;32,06860945;25,33723726;18,02646168
Limestone fynbos;337;15 July 2016;0,565277778;Cyphia digitata;9;1;18.1;0.2978;Sp;1;5;3,817691602;3,01633777;2,146007343
Limestone fynbos;337;15 July 2016;0,565277778;Zero;0;1;0;0;Sp;1;0;0;0;0
Limestone fynbos;339;08 August 2016;0,466666667;Eriospermum paradoxum;182;2;181.4;0.1849;Gen;1;34;25,96030289;20,51109683;14,59284993
Limestone fynbos;339;08 August 2016;0,466666667;Gladiolus sp;5;1;9.1;NA;NA;NA;0;0;0;0
Limestone fynbos;340;08 August 2016;0,506944444;Pelargonium lobatum;128;2;127.5;0.328;Sp;1;42;32,06860945;25,33723726;18,02646168
Limestone fynbos;340;08 August 2016;0,506944444;Pelargonium triste;77;2;77.1;0.6182;Sp;3;48;36,64983938;28,95684259;20,60167049
Limestone fynbos;341;08 August 2016;0,539583333;Gladiolus sp;34;2;34;NA;NA;NA;0;0;0;0
Limestone fynbos;342;08 August 2016;0,595138889;Freesia alba;21;2;20.4;NA;NA;NA;0;0;0;0
Limestone fynbos;342;08 August 2016;0,595138889;Pelargonium lobatum;14;1;27.2;0.3280;Sp;1;9;6,871844883;5,429407985;3,862813217
Limestone fynbos;342;08 August 2016;0,595138889;Pelargonium triste;200;2;199.6;0.6182;Sp;3;123;93,9152134;74,20190913;52,79178063
Limestone fynbos;354;10 August 2016;0,366666667;Cyphia digitata;96;2;95.3;0.2978;Sp;1;28;21,37907297;16,89149151;12,01764112
Limestone fynbos;362;12 August 2016;0,501388889;Cyphia digitata;254;2;254.0;0.2978;Sp;1;76;58,02891235;45,8483341;32,61931161
Limestone fynbos;372;01 September 2016;0,35;Babiana patula;46;2;45.4;1.0239;Gen;3;46;35,12276274;27,75030748;19,74326755
Limestone fynbos;372;01 September 2016;0,35;Cyphia digitata;32;1;63.5;0.2978;Sp;1;19;14,50722809;11,46208352;8,154827903
Limestone fynbos;372;01 September 2016;0,35;Pelargonium lobatum;304;1;607.8;0.3280;Sp;1;199;151,9441257;120,0502432;85,41109224
Limestone fynbos;372;01 September 2016;0,35;Satyrium longicolle;18;2;18.1;0.1544;Gen;1;3;2,290614961;1,809802662;1,287604406
Limestone fynbos;386;04 September 2016;0,381944444;Babiana patula;16;2;15.8;1.0239;Gen;3;16;12,21661313;9,652280863;6,867223497
Limestone fynbos;386;04 September 2016;0,381944444;Babiana sp;5;1;9.1;1.0239;Gen;3;9;6,871844883;5,429407985;3,862813217
Limestone fynbos;390;17 October 2016;0,6;Cyphia digitata;254;2;254.0;0.2978;Sp;1;76;58,02891235;45,8483341;32,61931161
Limestone fynbos;390;17 October 2016;0,6;Freesia alba;27;1;54.4;NA;NA;NA;0;0;0;0
Limestone fynbos;391;17 October 2016;0,632638889;Moraea sp;32;2;31.8;1.4660;Gen;1;47;35,88630106;28,35357503;20,17246902
Limestone fynbos;403;19 October 2016;0,385416667;Osyris compressa;18;1;36.3;NA;NA;NA;0;0;0;0
Limestone fynbos;403;19 October 2016;0,385416667;Searsia lucida;37;1;72.6;NA;NA;NA;0;0;0;0
Limestone fynbos;403;19 October 2016;0,385416667;Wachendorfia paniculata;88;2;87.3;2.0897;Gen;1;182;138,9639743;109,7946948;78,11466728
Limestone fynbos;412;09 November 2016;0,6;Babiana patula;68;2;68.0;1.0239;Gen;3;70;53,44768242;42,22872877;30,0441028
Limestone fynbos;413;09 November 2016;0,338888889;Babiana patula;32;2;31.8;1.0239;Gen;3;33;25,19676457;19,90782928;14,16364846
Limestone fynbos;414;09 November 2016;0,370833333;Babiana patula;59;2;59.0;1.0239;Gen;3;60;45,81229922;36,19605324;25,75208811
Limestone fynbos;417;10 November 2016;0,505555556;Babiana patula;55;2;54.4;1.0239;Gen;3;56;42,75814594;33,78298302;24,03528224
Limestone fynbos;433;05 December 2016;0,336805556;Babiana patula;32;2;31.8;1.0239;Gen;3;33;25,19676457;19,90782928;14,16364846
Limestone fynbos;433;05 December 2016;0,336805556;Tritonia squalida;32;2;31.8;NA;NA;NA;0;0;0;0
Renosterveld;12;15 January 2015;0,497222222;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;13;15 January 2015;0,520833333;Zero;0;1;0;0;Sp;1;0;0;0;0
Renosterveld;19;19 January 2015;0,597222222;Zero;0;3;0;0;Sp;1;0;0;0;0
Renosterveld;20;19 January 2015;0,597916667;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;32;13 February 2015;0,370138889;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;47;26 March 2015;0,579861111;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;68;09 June 2015;0,418055556;Watsonia aletroides;31;2;30.8;0.5955;Gen;5;18;13,74368977;10,85881597;7,725626434
Renosterveld;69;09 June 2015;0,447916667;Watsonia aletroides;42;2;42.2;0.5955;Gen;5;25;19,08845801;15,08168885;10,73003671
Renosterveld;70;09 June 2015;0,498611111;Watsonia aletroides;26;2;25.4;0.5955;Gen;5;15;11,4530748;9,049013309;6,438022028
Renosterveld;71;09 June 2015;0,594444444;Cyphia pheutema;22;2;21.8;0.2978;Gen;1;6;4,581229922;3,619605324;2,575208811
Renosterveld;72;09 June 2015;0,395833333;Watsonia aletroides;40;2;39.5;0.5955;Gen;5;24;18,32491969;14,47842129;10,30083525
Renosterveld;73;10 June 2015;0,443055556;Cyphia digitata;245;2;244.9;0.2978;Sp;1;73;55,73829738;44,03853144;31,33170721
Renosterveld;74;10 June 2015;0,474305556;Cyphia digitata;304;2;303.5;0.2978;Sp;1;90;68,71844883;54,29407985;38,62813217
Renosterveld;77;10 June 2015;0,411111111;Cyphia digitata;427;2;426.8;0.2978;Sp;1;127;96,96936668;76,61497935;54,50858651
Renosterveld;102;13 July 2015;0,433333333;Cyphia digitata;85;2;84.4;0.2978;Sp;1;25;19,08845801;15,08168885;10,73003671
Renosterveld;102;13 July 2015;0,433333333;Pelargonium rapaceum;1370;2;1369.8;0.3424;Sp;2;469;358,0994722;282,9324828;201,2954888
Renosterveld;106;13 July 2015;0,408333333;Cyphia digitata;443;2;443.2;0.2978;Sp;1;132;100,7870583;79,63131712;56,65459385
Renosterveld;119;27 August 2015;0,430555556;Oxalis pes-caprae;1;1;0.9;0.3206;Gen;1;0;0;0;0
Renosterveld;119;27 August 2015;0,430555556;Pelargonium lobatum;120;2;120.2;0.328;Sp;1;39;29,77799449;23,5274346;16,73885727
Renosterveld;119;27 August 2015;0,430555556;Zero;0;1;0;0;Sp;1;0;0;0;0
Renosterveld;123;03 September 2015;0,582638889;Gladiolus teretifolius;1;1;2.3;NA;NA;NA;0;0;0;0
Renosterveld;123;03 September 2015;0,582638889;Satyrium longicolle;48;2;47.6;0.1544;Gen;1;7;5,344768242;4,222872877;3,00441028
Renosterveld;124;03 September 2015;0,358333333;Babiana ambigua;16;2;15.9;1.0744;Sp;1;17;12,98015145;10,25554842;7,296424966
Renosterveld;124;03 September 2015;0,358333333;Pelargonium rapaceum;16;1;31.8;0.3424;Sp;2;11;8,398921524;6,635943093;4,721216154
Renosterveld;124;03 September 2015;0,358333333;Satyrium longicolle;34;2;34.0;0.1544;Gen;1;5;3,817691602;3,01633777;2,146007343
Renosterveld;133;06 October 2015;0,394444444;Albuca juncifolia subsp juncifolia;27;1;54.4;NA;NA;NA;0;0;0;0
Renosterveld;133;06 October 2015;0,394444444;Babiana ambigua;46;2;45.4;1.0744;Sp;1;49;37,4133777;29,56011014;21,03087196
Renosterveld;133;06 October 2015;0,394444444;Eriospermum capense subsp capense;9;1;18.1;0.1849;Gen;1;3;2,290614961;1,809802662;1,287604406
Renosterveld;133;06 October 2015;0,394444444;Euphorbia ecklonii;48;1;95.3;NA;NA;NA;0;0;0;0
Renosterveld;133;06 October 2015;0,394444444;Satyrium longicolle;9;1;18.1;0.1544;Gen;1;3;2,290614961;1,809802662;1,287604406
Renosterveld;150;10 November 2015;0,511111111;Babiana ambigua;9;1;18.1;1.0744;Sp;1;19;14,50722809;11,46208352;8,154827903
Renosterveld;150;10 November 2015;0,511111111;Ledebouria revoluta;18;1;36.3;NA;NA;NA;0;0;0;0
Renosterveld;150;10 November 2015;0,511111111;Ornithogalum dubium;9;1;18.1;NA;NA;NA;0;0;0;0
Renosterveld;151;10 November 2015;0,560416667;Babiana ambigua;18;2;18.1;1.0744;Sp;1;19;14,50722809;11,46208352;8,154827903
Renosterveld;151;10 November 2015;0,560416667;Ledebouria revoluta;41;1;81.6;NA;NA;NA;0;0;0;0
Renosterveld;151;10 November 2015;0,560416667;Ornithogalum dubium;9;1;18.1;NA;NA;NA;0;0;0;0
Renosterveld;159;11 November 2015;0,639583333;Babiana ambigua;32;2;31.8;1.0744;Sp;1;34;25,96030289;20,51109683;14,59284993
Renosterveld;159;11 November 2015;0,639583333;Tritonia squalida;16;2;15.9;NA;NA;NA;0;0;0;0
Renosterveld;173;09 December 2015;0,469444444;Watsonia aletroides;59;2;59.0;0.5955;Gen;5;35;26,72384121;21,11436439;15,0220514
Renosterveld;176;09 December 2015;0,321527778;Babiana ambigua;18;1;36.3;1.0744;Sp;1;39;29,77799449;23,5274346;16,73885727
Renosterveld;176;09 December 2015;0,321527778;Muraltia spinosa;25;1;49.9;0.2666;Sp;1;13;9,925998164;7,842478201;5,579619091
Renosterveld;176;09 December 2015;0,321527778;Ornithogalum dubium;9;1;18.1;NA;NA;NA;0;0;0;0
Renosterveld;176;09 December 2015;0,321527778;Pelargonium carneum;16;1;31.8;0.4779;Gen;6;15;11,4530748;9,049013309;6,438022028
Renosterveld;177;09 December 2015;0,354166667;Microloma sagittatum;16;1;31.8;0.6006;Sp;1;19;14,50722809;11,46208352;8,154827903
Renosterveld;177;09 December 2015;0,354166667;Muraltia spinosa;14;1;27.2;0.2666;Sp;1;7;5,344768242;4,222872877;3,00441028
Renosterveld;177;09 December 2015;0,354166667;Ornithogalum dubium;5;1;9.1;NA;NA;NA;0;0;0;0
Renosterveld;177;09 December 2015;0,354166667;Pelargonium carneum;37;2;36.3;0.4779;Gen;6;17;12,98015145;10,25554842;7,296424966
Renosterveld;177;09 December 2015;0,354166667;Pelargonium triste;34;1;68.0;0.6182;Sp;3;42;32,06860945;25,33723726;18,02646168
Renosterveld;178;09 December 2015;0,404166667;Ornithogalum dubium;21;2;20.4;NA;NA;NA;0;0;0;0
Renosterveld;178;09 December 2015;0,404166667;Watsonia aletroides;21;1;40.8;0.5955;Gen;5;24;18,32491969;14,47842129;10,30083525
Renosterveld;195;19 January 2016;0,356944444;Carpobrotus acinaciformis;60;2;59.9;0.6408;Sp;1;38;29,01445617;22,92416705;16,30965581
Renosterveld;196;19 January 2016;0,379861111;Carpobrotus acinaciformis;105;2;104.4;0.6408;Sp;1;67;51,15706746;40,41892611;28,75649839
Renosterveld;202;21 January 2016;0,430555556;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;207;21 January 2016;0,373611111;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;212;22 February 2016;0,390277778;Grewia occidentalis;5;2;4.5;NA;NA;NA;0;0;0;0
Renosterveld;238;10 March 2016;0,482638889;Cyphia digitata;32;2;31.8;0.2978;Sp;1;9;6,871844883;5,429407985;3,862813217
Renosterveld;239;10 March 2016;0,522222222;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;242;10 March 2016;0,388194444;Cyphia digitata;497;2;496.7;0.2978;Sp;1;148;113,0036714;89,28359798;63,52181735
Renosterveld;249;05 April 2016;0,423611111;Cyphia digitata;395;2;394.6;0.2978;Sp;1;118;90,0975218;71,18557136;50,64577329
Renosterveld;250;05 April 2016;0,451388889;Eriospermum paradoxum;628;2;628.2;0.1849;Gen;1;116;88,57044516;69,97903626;49,78737035
Renosterveld;251;05 April 2016;0,532638889;Cyphia digitata;25;1;49.9;0.2978;Sp;1;15;11,4530748;9,049013309;6,438022028
Renosterveld;251;05 April 2016;0,532638889;Zero;0;1;0;0;Sp;1;0;0;0;0
Renosterveld;252;05 April 2016;0,561111111;Cyphia digitata;80;2;79.4;0.2978;Sp;1;24;18,32491969;14,47842129;10,30083525
Renosterveld;282;12 May 2016;0,499305556;Babiana ambigua;16;2;15.9;1.0744;Sp;1;17;12,98015145;10,25554842;7,296424966
Renosterveld;282;12 May 2016;0,499305556;Cyphia digitata;12;1;22.7;0.2978;Sp;1;7;5,344768242;4,222872877;3,00441028
Renosterveld;286;12 May 2016;0,390277778;Cyphia digitata;540;2;539.8;0.2978;Sp;1;161;122,9296696;97,12607618;69,10143644
Renosterveld;286;12 May 2016;0,390277778;Pelargonium rapaceum;132;2;131.5;0.3424;Sp;2;45;34,35922441;27,14703993;19,31406609
Renosterveld;292;13 June 2016;0,464583333;Cyphia digitata;554;2;553.4;0.2978;Sp;1;165;125,9838229;99,5391464;70,81824231
Renosterveld;293;13 June 2016;0,489583333;Eriospermum paradoxum;1447;2;1447.0;0.1849;Gen;1;268;204,6282698;161,6757045;115,0259936
Renosterveld;294;13 June 2016;0,519444444;Freesia caryophyllacea;80;2;79.4;NA;NA;NA;0;0;0;0
Renosterveld;306;16 June 2016;0,472916667;Pelargonium rapaceum;148;2;147.4;0.3424;Sp;2;50;38,17691602;30,1633777;21,46007343
Renosterveld;314;11 July 2016;0,591666667;Cyphia digitata;152;2;152.0;0.2978;Sp;1;45;34,35922441;27,14703993;19,31406609
Renosterveld;315;11 July 2016;0,614583333;Eriospermum paradoxum;522;2;521.6;0.1849;Gen;1;96;73,29967875;57,91368518;41,20334098
Renosterveld;316;11 July 2016;0,645833333;Cyphia digitata;30;1;59.0;0.2978;Sp;1;18;13,74368977;10,85881597;7,725626434
Renosterveld;316;11 July 2016;0,645833333;Freesia caryophyllacea;76;2;75.5;NA;NA;NA;0;0;0;0
Renosterveld;329;14 July 2016;0,481944444;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;330;14 July 2016;0,550694444;Pelargonium rapaceum;130;2;129.3;0.3424;Sp;2;44;33,59568609;26,54377237;18,88486462
Renosterveld;348;09 August 2016;0,411111111;Eriospermum paradoxum;143;2;142.9;0.1849;Gen;1;26;19,85199633;15,6849564;11,15923818
Renosterveld;348;09 August 2016;0,411111111;Tritonia squalida;109;2;108.9;NA;NA;NA;0;0;0;0
Renosterveld;349;10 August 2016;0,43125;Pelargonium rapaceum;490;2;489.9;0.3424;Sp;2;168;128,2744378;101,3489491;72,10584672
Renosterveld;350;10 August 2016;0,465972222;Freesia caryophyllacea;50;2;49.9;NA;NA;NA;0;0;0;0
Renosterveld;351;10 August 2016;0,5375;Cyphia digitata;14;1;27.2;0.2978;Sp;1;8;6,108306563;4,826140431;3,433611749
Renosterveld;351;10 August 2016;0,5375;Freesia caryophyllacea;5;1;9.1;NA;NA;NA;0;0;0;0
Renosterveld;351;10 August 2016;0,5375;Pelargonium pinnatum;127;2;127.0;0.4779;Gen;6;61;46,57583754;36,79932079;26,18128958
Renosterveld;352;10 August 2016;0,572916667;Cyphia digitata;82;1;163.3;0.2978;Sp;1;49;37,4133777;29,56011014;21,03087196
Renosterveld;352;10 August 2016;0,572916667;Eriospermum paradoxum;46;1;90.7;0.1849;Gen;1;17;12,98015145;10,25554842;7,296424966
Renosterveld;352;10 August 2016;0,572916667;Freesia caryophyllacea;46;2;45.4;NA;NA;NA;0;0;0;0
Renosterveld;366;12 August 2016;0,411111111;Cyphia digitata;59;2;59.0;0.2978;Sp;1;18;13,74368977;10,85881597;7,725626434
Renosterveld;367;31 August 2016;0,647222222;Babiana ambigua;32;2;31.8;1.0744;Sp;1;34;25,96030289;20,51109683;14,59284993
Renosterveld;373;02 September 2016;0,477777778;Freesia sp;23;2;22.7;NA;NA;NA;0;0;0;0
Renosterveld;373;02 September 2016;0,477777778;Schotia afra;27;1;54.4;0.2463;Sp;1;13;9,925998164;7,842478201;5,579619091
Renosterveld;377;03 September 2016;0,605555556;Eriospermum capense subspp capense;213;2;213.2;0.1849;Gen;1;39;29,77799449;23,5274346;16,73885727
Renosterveld;381;04 September 2016;0,470138889;Babiana ambigua;37;1;72.6;1.0744;Sp;1;78;59,55598899;47,05486921;33,47771455
Renosterveld;381;04 September 2016;0,470138889;Babiana sp;27;1;54.4;1.0239;Gen;3;56;42,75814594;33,78298302;24,03528224
Renosterveld;381;04 September 2016;0,470138889;Satyrium longicolle;50;1;99.8;0.1544;Gen;1;15;11,4530748;9,049013309;6,438022028
Renosterveld;384;04 September 2016;0,51875;Satyrium sp;46;1;90.7;0.1544;Gen;1;14;10,68953648;8,445745755;6,00882056
Renosterveld;398;18 October 2016;0,618055556;Zero;0;1;0;0;Sp;1;0;0;0;0
Renosterveld;399;18 October 2016;0,397222222;Cyphia digitata;300;1;598.7;0.2978;Sp;1;178;135,909821;107,3816246;76,3978614
Renosterveld;401;19 October 2016;0,521527778;Freesia alba;139;2;138.5;NA;NA;NA;0;0;0;0
Renosterveld;401;19 October 2016;0,521527778;Freesia caryophyllacea;50;1;99.8;NA;NA;NA;0;0;0;0
Renosterveld;422;11 November 2016;0,426388889;Albuca fragrans;50;2;49.9;NA;NA;NA;0;0;0;0
Renosterveld;423;11 November 2016;0,458333333;Babiana ambigua;35;2;34.3;1.0744;Sp;1;37;28,25091785;22,3208995;15,88045434
Renosterveld;425;11 November 2016;0,504861111;Freesia sp;145;2;145.1;NA;NA;NA;0;0;0;0
Renosterveld;440;06 December 2016;0,392361111;Satyrium carneum;295;2;294.8;0.1544;Gen;1;46;35,12276274;27,75030748;19,74326755
Renosterveld;441;07 December 2016;0,430555556;Babiana patula;27;1;54.4;1.0239;Gen;3;56;42,75814594;33,78298302;24,03528224
Renosterveld;441;07 December 2016;0,430555556;Freesia alba;96;2;95.3;NA;NA;NA;0;0;0;0
Renosterveld;441;07 December 2016;0,430555556;Pelargonium rapaceum;46;1;90.7;0.3424;Sp;2;31;23,66968793;18,70129417;13,30524553
Renosterveld;446;07 December 2016;0,397222222;Babiana patula;55;2;54.4;1.0239;Gen;3;56;42,75814594;33,78298302;24,03528224
Floodplain woodland;8;14 December 2014;0,475;Vachellia karroo;9;2;9.1;0.4480;Sp;1;4;3,054153281;2,413070216;1,716805874
Floodplain woodland;21;19 January 2015;0,651388889;Typha capensis;1633;3;1088.6;0.0462;Sp;1;50;38,17691602;30,1633777;21,46007343
Floodplain woodland;22;19 January 2015;0,652083333;Typha capensis;1237;2;1236.9;0.0462;Sp;1;57;43,52168426;34,38625057;24,46448371
Floodplain woodland;29;12 February 2015;0,388888889;Carpobrotus acinaciformis;4;2;3.4;0.6408;Sp;1;2;1,527076641;1,206535108;0,858402937
Floodplain woodland;29;12 February 2015;0,388888889;Carpobrotus edulis;33;2;33.0;0.2555;Sp;1;8;6,108306563;4,826140431;3,433611749
Floodplain woodland;30;13 February 2015;0,417361111;Zero;0;1;0;0;Sp;1;0;0;0;0
Floodplain woodland;31;13 February 2015;0,48125;Vachellia karroo;232;2;231.3;0.4480;Sp;1;104;79,40798531;62,73982561;44,63695273
Floodplain woodland;37;04 March 2015;0,558333333;Typha capensis;241;2;240.4;0.0462;Sp;1;11;8,398921524;6,635943093;4,721216154
Floodplain woodland;39;04 March 2015;0,575;Cynanchum obtusifolium;6;1;10.9;0.7343;Sp;1;8;6,108306563;4,826140431;3,433611749
Floodplain woodland;39;04 March 2015;0,575;Vachellia karroo;12;2;12.2;0.4480;Sp;1;5;3,817691602;3,01633777;2,146007343
Floodplain woodland;41;25 March 2015;0,559027778;Crassula cultrata;0;1;0;NA;NA;NA;0;0;0;0
Floodplain woodland;41;25 March 2015;0,559027778;Grewia occidentalis;6;1;10.9;NA;NA;NA;0;0;0;0
Floodplain woodland;41;25 March 2015;0,559027778;Vachellia karroo;32;2;32.2;0.4480;Sp;1;14;10,68953648;8,445745755;6,00882056
Floodplain woodland;41;25 March 2015;0,559027778;Viscum rotundifolium;36;1;70.8;NA;NA;NA;0;0;0;0
Floodplain woodland;44;26 March 2015;0,430555556;Vachellia karroo;533;2;532.5;0.4480;Sp;1;239;182,4856586;144,1809454;102,579151
Floodplain woodland;45;26 March 2015;0,4625;Vachellia karroo;354;2;353.6;0.4480;Sp;1;158;120,6390546;95,31627352;67,81383203
Floodplain woodland;63;08 June 2015;0,473611111;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;64;08 June 2015;0,501388889;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;66;08 June 2015;0,375;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;67;08 June 2015;0,397222222;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;86;08 July 2015;0,420833333;Cynanchum obtusifolium;469;2;469.0;0.7343;Sp;1;344;262,6571822;207,5240385;147,6453052
Floodplain woodland;87;08 July 2015;0,445138889;Oxalis pes-caprae;186;2;185.5;0.3206;Gen;1;59;45,0487609;35,59278568;25,32288665
Floodplain woodland;93;10 July 2015;0,665277778;Oxalis pes-caprae;101;2;100.7;0.3206;Gen;1;32;24,43322625;19,30456173;13,73444699
Floodplain woodland;94;10 July 2015;0,665972222;Oxalis pes-caprae;135;2;134.3;0.3206;Gen;1;43;32,83214777;25,94050482;18,45566315
Floodplain woodland;95;10 July 2015;0,666666667;Oxalis pes-caprae;102;2;102.1;0.3206;Gen;1;33;25,19676457;19,90782928;14,16364846
Floodplain woodland;154;11 November 2015;0,434027778;Cynanchum obtusifolium;12;2;12.2;0.7343;Sp;1;9;6,871844883;5,429407985;3,862813217
Floodplain woodland;155;11 November 2015;0,469444444;Cynanchum obtusifolium;28;2;28.1;0.7343;Sp;1;21;16,03430473;12,66861863;9,01323084
Floodplain woodland;179;10 December 2015;0,438888889;Vachellia karroo;18;2;18.1;0.4480;Sp;1;8;6,108306563;4,826140431;3,433611749
Floodplain woodland;183;10 December 2015;0,400694444;Vachellia karroo;39;2;38.6;0.4480;Sp;1;17;12,98015145;10,25554842;7,296424966
Floodplain woodland;205;21 January 2016;0,565972222;Vachellia karroo;23;2;22.7;0.4480;Sp;1;10;7,635383203;6,032675539;4,292014686
