Vegetation Type;CO2;Cal_per_hr
Limestone fynbos;300;6,871844883
Limestone fynbos;240;5,429407985
Limestone fynbos;180;3,862813217
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;24
Limestone fynbos;300;18,32491969
Limestone fynbos;240;14,47842129
Limestone fynbos;180;10,30083525
Limestone fynbos;400;73
Limestone fynbos;300;55,73829738
Limestone fynbos;240;44,03853144
Limestone fynbos;180;31,33170721
Limestone fynbos;400;49
Limestone fynbos;300;37,4133777
Limestone fynbos;240;29,56011014
Limestone fynbos;180;21,03087196
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;22
Limestone fynbos;300;16,79784305
Limestone fynbos;240;13,27188619
Limestone fynbos;180;9,442432308
Limestone fynbos;400;7
Limestone fynbos;300;5,344768242
Limestone fynbos;240;4,222872877
Limestone fynbos;180;3,00441028
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;7
Limestone fynbos;300;5,344768242
Limestone fynbos;240;4,222872877
Limestone fynbos;180;3,00441028
Limestone fynbos;400;119
Limestone fynbos;300;90,86106012
Limestone fynbos;240;71,78883892
Limestone fynbos;180;51,07497476
Limestone fynbos;400;144
Limestone fynbos;300;109,9495181
Limestone fynbos;240;86,87052777
Limestone fynbos;180;61,80501147
Limestone fynbos;400;7
Limestone fynbos;300;5,344768242
Limestone fynbos;240;4,222872877
Limestone fynbos;180;3,00441028
Limestone fynbos;400;20
Limestone fynbos;300;15,27076641
Limestone fynbos;240;12,06535108
Limestone fynbos;180;8,584029371
Limestone fynbos;400;16
Limestone fynbos;300;12,21661313
Limestone fynbos;240;9,652280863
Limestone fynbos;180;6,867223497
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;308
Limestone fynbos;300;235,1698027
Limestone fynbos;240;185,8064066
Limestone fynbos;180;132,1940523
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;4
Limestone fynbos;300;3,054153281
Limestone fynbos;240;2,413070216
Limestone fynbos;180;1,716805874
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;4
Limestone fynbos;300;3,054153281
Limestone fynbos;240;2,413070216
Limestone fynbos;180;1,716805874
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;3
Limestone fynbos;300;2,290614961
Limestone fynbos;240;1,809802662
Limestone fynbos;180;1,287604406
Limestone fynbos;400;34
Limestone fynbos;300;25,96030289
Limestone fynbos;240;20,51109683
Limestone fynbos;180;14,59284993
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;10
Limestone fynbos;300;7,635383203
Limestone fynbos;240;6,032675539
Limestone fynbos;180;4,292014686
Limestone fynbos;400;4
Limestone fynbos;300;3,054153281
Limestone fynbos;240;2,413070216
Limestone fynbos;180;1,716805874
Limestone fynbos;400;58
Limestone fynbos;300;44,28522258
Limestone fynbos;240;34,98951813
Limestone fynbos;180;24,89368518
Limestone fynbos;400;48
Limestone fynbos;300;36,64983938
Limestone fynbos;240;28,95684259
Limestone fynbos;180;20,60167049
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;61
Limestone fynbos;300;46,57583754
Limestone fynbos;240;36,79932079
Limestone fynbos;180;26,18128958
Limestone fynbos;400;79
Limestone fynbos;300;60,31952731
Limestone fynbos;240;47,65813676
Limestone fynbos;180;33,90691602
Limestone fynbos;400;15
Limestone fynbos;300;11,4530748
Limestone fynbos;240;9,049013309
Limestone fynbos;180;6,438022028
Limestone fynbos;400;4
Limestone fynbos;300;3,054153281
Limestone fynbos;240;2,413070216
Limestone fynbos;180;1,716805874
Limestone fynbos;400;4
Limestone fynbos;300;3,054153281
Limestone fynbos;240;2,413070216
Limestone fynbos;180;1,716805874
Limestone fynbos;400;11
Limestone fynbos;300;8,398921524
Limestone fynbos;240;6,635943093
Limestone fynbos;180;4,721216154
Limestone fynbos;400;259
Limestone fynbos;300;197,756425
Limestone fynbos;240;156,2462965
Limestone fynbos;180;111,1631804
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;52
Limestone fynbos;300;39,70399266
Limestone fynbos;240;31,3699128
Limestone fynbos;180;22,31847637
Limestone fynbos;400;4
Limestone fynbos;300;3,054153281
Limestone fynbos;240;2,413070216
Limestone fynbos;180;1,716805874
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;99
Limestone fynbos;300;75,59029371
Limestone fynbos;240;59,72348784
Limestone fynbos;180;42,49094539
Limestone fynbos;400;303
Limestone fynbos;300;231,3521111
Limestone fynbos;240;182,7900688
Limestone fynbos;180;130,048045
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;278
Limestone fynbos;300;212,2636531
Limestone fynbos;240;167,70838
Limestone fynbos;180;119,3180083
Limestone fynbos;400;42
Limestone fynbos;300;32,06860945
Limestone fynbos;240;25,33723726
Limestone fynbos;180;18,02646168
Limestone fynbos;400;5
Limestone fynbos;300;3,817691602
Limestone fynbos;240;3,01633777
Limestone fynbos;180;2,146007343
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;34
Limestone fynbos;300;25,96030289
Limestone fynbos;240;20,51109683
Limestone fynbos;180;14,59284993
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;42
Limestone fynbos;300;32,06860945
Limestone fynbos;240;25,33723726
Limestone fynbos;180;18,02646168
Limestone fynbos;400;48
Limestone fynbos;300;36,64983938
Limestone fynbos;240;28,95684259
Limestone fynbos;180;20,60167049
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;9
Limestone fynbos;300;6,871844883
Limestone fynbos;240;5,429407985
Limestone fynbos;180;3,862813217
Limestone fynbos;400;123
Limestone fynbos;300;93,9152134
Limestone fynbos;240;74,20190913
Limestone fynbos;180;52,79178063
Limestone fynbos;400;28
Limestone fynbos;300;21,37907297
Limestone fynbos;240;16,89149151
Limestone fynbos;180;12,01764112
Limestone fynbos;400;76
Limestone fynbos;300;58,02891235
Limestone fynbos;240;45,8483341
Limestone fynbos;180;32,61931161
Limestone fynbos;400;46
Limestone fynbos;300;35,12276274
Limestone fynbos;240;27,75030748
Limestone fynbos;180;19,74326755
Limestone fynbos;400;19
Limestone fynbos;300;14,50722809
Limestone fynbos;240;11,46208352
Limestone fynbos;180;8,154827903
Limestone fynbos;400;199
Limestone fynbos;300;151,9441257
Limestone fynbos;240;120,0502432
Limestone fynbos;180;85,41109224
Limestone fynbos;400;3
Limestone fynbos;300;2,290614961
Limestone fynbos;240;1,809802662
Limestone fynbos;180;1,287604406
Limestone fynbos;400;16
Limestone fynbos;300;12,21661313
Limestone fynbos;240;9,652280863
Limestone fynbos;180;6,867223497
Limestone fynbos;400;9
Limestone fynbos;300;6,871844883
Limestone fynbos;240;5,429407985
Limestone fynbos;180;3,862813217
Limestone fynbos;400;76
Limestone fynbos;300;58,02891235
Limestone fynbos;240;45,8483341
Limestone fynbos;180;32,61931161
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;47
Limestone fynbos;300;35,88630106
Limestone fynbos;240;28,35357503
Limestone fynbos;180;20,17246902
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Limestone fynbos;400;182
Limestone fynbos;300;138,9639743
Limestone fynbos;240;109,7946948
Limestone fynbos;180;78,11466728
Limestone fynbos;400;70
Limestone fynbos;300;53,44768242
Limestone fynbos;240;42,22872877
Limestone fynbos;180;30,0441028
Limestone fynbos;400;33
Limestone fynbos;300;25,19676457
Limestone fynbos;240;19,90782928
Limestone fynbos;180;14,16364846
Limestone fynbos;400;60
Limestone fynbos;300;45,81229922
Limestone fynbos;240;36,19605324
Limestone fynbos;180;25,75208811
Limestone fynbos;400;56
Limestone fynbos;300;42,75814594
Limestone fynbos;240;33,78298302
Limestone fynbos;180;24,03528224
Limestone fynbos;400;33
Limestone fynbos;300;25,19676457
Limestone fynbos;240;19,90782928
Limestone fynbos;180;14,16364846
Limestone fynbos;400;0
Limestone fynbos;300;0
Limestone fynbos;240;0
Limestone fynbos;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;18
Renosterveld;300;13,74368977
Renosterveld;240;10,85881597
Renosterveld;180;7,725626434
Renosterveld;400;25
Renosterveld;300;19,08845801
Renosterveld;240;15,08168885
Renosterveld;180;10,73003671
Renosterveld;400;15
Renosterveld;300;11,4530748
Renosterveld;240;9,049013309
Renosterveld;180;6,438022028
Renosterveld;400;6
Renosterveld;300;4,581229922
Renosterveld;240;3,619605324
Renosterveld;180;2,575208811
Renosterveld;400;24
Renosterveld;300;18,32491969
Renosterveld;240;14,47842129
Renosterveld;180;10,30083525
Renosterveld;400;73
Renosterveld;300;55,73829738
Renosterveld;240;44,03853144
Renosterveld;180;31,33170721
Renosterveld;400;90
Renosterveld;300;68,71844883
Renosterveld;240;54,29407985
Renosterveld;180;38,62813217
Renosterveld;400;127
Renosterveld;300;96,96936668
Renosterveld;240;76,61497935
Renosterveld;180;54,50858651
Renosterveld;400;25
Renosterveld;300;19,08845801
Renosterveld;240;15,08168885
Renosterveld;180;10,73003671
Renosterveld;400;469
Renosterveld;300;358,0994722
Renosterveld;240;282,9324828
Renosterveld;180;201,2954888
Renosterveld;400;132
Renosterveld;300;100,7870583
Renosterveld;240;79,63131712
Renosterveld;180;56,65459385
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;39
Renosterveld;300;29,77799449
Renosterveld;240;23,5274346
Renosterveld;180;16,73885727
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;7
Renosterveld;300;5,344768242
Renosterveld;240;4,222872877
Renosterveld;180;3,00441028
Renosterveld;400;17
Renosterveld;300;12,98015145
Renosterveld;240;10,25554842
Renosterveld;180;7,296424966
Renosterveld;400;11
Renosterveld;300;8,398921524
Renosterveld;240;6,635943093
Renosterveld;180;4,721216154
Renosterveld;400;5
Renosterveld;300;3,817691602
Renosterveld;240;3,01633777
Renosterveld;180;2,146007343
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;49
Renosterveld;300;37,4133777
Renosterveld;240;29,56011014
Renosterveld;180;21,03087196
Renosterveld;400;3
Renosterveld;300;2,290614961
Renosterveld;240;1,809802662
Renosterveld;180;1,287604406
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;3
Renosterveld;300;2,290614961
Renosterveld;240;1,809802662
Renosterveld;180;1,287604406
Renosterveld;400;19
Renosterveld;300;14,50722809
Renosterveld;240;11,46208352
Renosterveld;180;8,154827903
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;19
Renosterveld;300;14,50722809
Renosterveld;240;11,46208352
Renosterveld;180;8,154827903
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;34
Renosterveld;300;25,96030289
Renosterveld;240;20,51109683
Renosterveld;180;14,59284993
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;35
Renosterveld;300;26,72384121
Renosterveld;240;21,11436439
Renosterveld;180;15,0220514
Renosterveld;400;39
Renosterveld;300;29,77799449
Renosterveld;240;23,5274346
Renosterveld;180;16,73885727
Renosterveld;400;13
Renosterveld;300;9,925998164
Renosterveld;240;7,842478201
Renosterveld;180;5,579619091
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;15
Renosterveld;300;11,4530748
Renosterveld;240;9,049013309
Renosterveld;180;6,438022028
Renosterveld;400;19
Renosterveld;300;14,50722809
Renosterveld;240;11,46208352
Renosterveld;180;8,154827903
Renosterveld;400;7
Renosterveld;300;5,344768242
Renosterveld;240;4,222872877
Renosterveld;180;3,00441028
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;17
Renosterveld;300;12,98015145
Renosterveld;240;10,25554842
Renosterveld;180;7,296424966
Renosterveld;400;42
Renosterveld;300;32,06860945
Renosterveld;240;25,33723726
Renosterveld;180;18,02646168
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;24
Renosterveld;300;18,32491969
Renosterveld;240;14,47842129
Renosterveld;180;10,30083525
Renosterveld;400;38
Renosterveld;300;29,01445617
Renosterveld;240;22,92416705
Renosterveld;180;16,30965581
Renosterveld;400;67
Renosterveld;300;51,15706746
Renosterveld;240;40,41892611
Renosterveld;180;28,75649839
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;9
Renosterveld;300;6,871844883
Renosterveld;240;5,429407985
Renosterveld;180;3,862813217
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;148
Renosterveld;300;113,0036714
Renosterveld;240;89,28359798
Renosterveld;180;63,52181735
Renosterveld;400;118
Renosterveld;300;90,0975218
Renosterveld;240;71,18557136
Renosterveld;180;50,64577329
Renosterveld;400;116
Renosterveld;300;88,57044516
Renosterveld;240;69,97903626
Renosterveld;180;49,78737035
Renosterveld;400;15
Renosterveld;300;11,4530748
Renosterveld;240;9,049013309
Renosterveld;180;6,438022028
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;24
Renosterveld;300;18,32491969
Renosterveld;240;14,47842129
Renosterveld;180;10,30083525
Renosterveld;400;17
Renosterveld;300;12,98015145
Renosterveld;240;10,25554842
Renosterveld;180;7,296424966
Renosterveld;400;7
Renosterveld;300;5,344768242
Renosterveld;240;4,222872877
Renosterveld;180;3,00441028
Renosterveld;400;161
Renosterveld;300;122,9296696
Renosterveld;240;97,12607618
Renosterveld;180;69,10143644
Renosterveld;400;45
Renosterveld;300;34,35922441
Renosterveld;240;27,14703993
Renosterveld;180;19,31406609
Renosterveld;400;165
Renosterveld;300;125,9838229
Renosterveld;240;99,5391464
Renosterveld;180;70,81824231
Renosterveld;400;268
Renosterveld;300;204,6282698
Renosterveld;240;161,6757045
Renosterveld;180;115,0259936
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;50
Renosterveld;300;38,17691602
Renosterveld;240;30,1633777
Renosterveld;180;21,46007343
Renosterveld;400;45
Renosterveld;300;34,35922441
Renosterveld;240;27,14703993
Renosterveld;180;19,31406609
Renosterveld;400;96
Renosterveld;300;73,29967875
Renosterveld;240;57,91368518
Renosterveld;180;41,20334098
Renosterveld;400;18
Renosterveld;300;13,74368977
Renosterveld;240;10,85881597
Renosterveld;180;7,725626434
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;44
Renosterveld;300;33,59568609
Renosterveld;240;26,54377237
Renosterveld;180;18,88486462
Renosterveld;400;26
Renosterveld;300;19,85199633
Renosterveld;240;15,6849564
Renosterveld;180;11,15923818
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;168
Renosterveld;300;128,2744378
Renosterveld;240;101,3489491
Renosterveld;180;72,10584672
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;8
Renosterveld;300;6,108306563
Renosterveld;240;4,826140431
Renosterveld;180;3,433611749
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;61
Renosterveld;300;46,57583754
Renosterveld;240;36,79932079
Renosterveld;180;26,18128958
Renosterveld;400;49
Renosterveld;300;37,4133777
Renosterveld;240;29,56011014
Renosterveld;180;21,03087196
Renosterveld;400;17
Renosterveld;300;12,98015145
Renosterveld;240;10,25554842
Renosterveld;180;7,296424966
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;18
Renosterveld;300;13,74368977
Renosterveld;240;10,85881597
Renosterveld;180;7,725626434
Renosterveld;400;34
Renosterveld;300;25,96030289
Renosterveld;240;20,51109683
Renosterveld;180;14,59284993
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;13
Renosterveld;300;9,925998164
Renosterveld;240;7,842478201
Renosterveld;180;5,579619091
Renosterveld;400;39
Renosterveld;300;29,77799449
Renosterveld;240;23,5274346
Renosterveld;180;16,73885727
Renosterveld;400;78
Renosterveld;300;59,55598899
Renosterveld;240;47,05486921
Renosterveld;180;33,47771455
Renosterveld;400;56
Renosterveld;300;42,75814594
Renosterveld;240;33,78298302
Renosterveld;180;24,03528224
Renosterveld;400;15
Renosterveld;300;11,4530748
Renosterveld;240;9,049013309
Renosterveld;180;6,438022028
Renosterveld;400;14
Renosterveld;300;10,68953648
Renosterveld;240;8,445745755
Renosterveld;180;6,00882056
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;178
Renosterveld;300;135,909821
Renosterveld;240;107,3816246
Renosterveld;180;76,3978614
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;37
Renosterveld;300;28,25091785
Renosterveld;240;22,3208995
Renosterveld;180;15,88045434
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;46
Renosterveld;300;35,12276274
Renosterveld;240;27,75030748
Renosterveld;180;19,74326755
Renosterveld;400;56
Renosterveld;300;42,75814594
Renosterveld;240;33,78298302
Renosterveld;180;24,03528224
Renosterveld;400;0
Renosterveld;300;0
Renosterveld;240;0
Renosterveld;180;0
Renosterveld;400;31
Renosterveld;300;23,66968793
Renosterveld;240;18,70129417
Renosterveld;180;13,30524553
Renosterveld;400;56
Renosterveld;300;42,75814594
Renosterveld;240;33,78298302
Renosterveld;180;24,03528224
Floodplain woodland;400;4
Floodplain woodland;300;3,054153281
Floodplain woodland;240;2,413070216
Floodplain woodland;180;1,716805874
Floodplain woodland;400;50
Floodplain woodland;300;38,17691602
Floodplain woodland;240;30,1633777
Floodplain woodland;180;21,46007343
Floodplain woodland;400;57
Floodplain woodland;300;43,52168426
Floodplain woodland;240;34,38625057
Floodplain woodland;180;24,46448371
Floodplain woodland;400;2
Floodplain woodland;300;1,527076641
Floodplain woodland;240;1,206535108
Floodplain woodland;180;0,858402937
Floodplain woodland;400;8
Floodplain woodland;300;6,108306563
Floodplain woodland;240;4,826140431
Floodplain woodland;180;3,433611749
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;104
Floodplain woodland;300;79,40798531
Floodplain woodland;240;62,73982561
Floodplain woodland;180;44,63695273
Floodplain woodland;400;11
Floodplain woodland;300;8,398921524
Floodplain woodland;240;6,635943093
Floodplain woodland;180;4,721216154
Floodplain woodland;400;8
Floodplain woodland;300;6,108306563
Floodplain woodland;240;4,826140431
Floodplain woodland;180;3,433611749
Floodplain woodland;400;5
Floodplain woodland;300;3,817691602
Floodplain woodland;240;3,01633777
Floodplain woodland;180;2,146007343
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;14
Floodplain woodland;300;10,68953648
Floodplain woodland;240;8,445745755
Floodplain woodland;180;6,00882056
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;239
Floodplain woodland;300;182,4856586
Floodplain woodland;240;144,1809454
Floodplain woodland;180;102,579151
Floodplain woodland;400;158
Floodplain woodland;300;120,6390546
Floodplain woodland;240;95,31627352
Floodplain woodland;180;67,81383203
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;344
Floodplain woodland;300;262,6571822
Floodplain woodland;240;207,5240385
Floodplain woodland;180;147,6453052
Floodplain woodland;400;59
Floodplain woodland;300;45,0487609
Floodplain woodland;240;35,59278568
Floodplain woodland;180;25,32288665
Floodplain woodland;400;32
Floodplain woodland;300;24,43322625
Floodplain woodland;240;19,30456173
Floodplain woodland;180;13,73444699
Floodplain woodland;400;43
Floodplain woodland;300;32,83214777
Floodplain woodland;240;25,94050482
Floodplain woodland;180;18,45566315
Floodplain woodland;400;33
Floodplain woodland;300;25,19676457
Floodplain woodland;240;19,90782928
Floodplain woodland;180;14,16364846
Floodplain woodland;400;9
Floodplain woodland;300;6,871844883
Floodplain woodland;240;5,429407985
Floodplain woodland;180;3,862813217
Floodplain woodland;400;21
Floodplain woodland;300;16,03430473
Floodplain woodland;240;12,66861863
Floodplain woodland;180;9,01323084
Floodplain woodland;400;8
Floodplain woodland;300;6,108306563
Floodplain woodland;240;4,826140431
Floodplain woodland;180;3,433611749
Floodplain woodland;400;17
Floodplain woodland;300;12,98015145
Floodplain woodland;240;10,25554842
Floodplain woodland;180;7,296424966
Floodplain woodland;400;10
Floodplain woodland;300;7,635383203
Floodplain woodland;240;6,032675539
Floodplain woodland;180;4,292014686
Floodplain woodland;400;99
Floodplain woodland;300;75,59029371
Floodplain woodland;240;59,72348784
Floodplain woodland;180;42,49094539
Floodplain woodland;400;46
Floodplain woodland;300;35,12276274
Floodplain woodland;240;27,75030748
Floodplain woodland;180;19,74326755
Floodplain woodland;400;17
Floodplain woodland;300;12,98015145
Floodplain woodland;240;10,25554842
Floodplain woodland;180;7,296424966
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;86
Floodplain woodland;300;65,66429555
Floodplain woodland;240;51,88100964
Floodplain woodland;180;36,9113263
Floodplain woodland;400;56
Floodplain woodland;300;42,75814594
Floodplain woodland;240;33,78298302
Floodplain woodland;180;24,03528224
Floodplain woodland;400;18
Floodplain woodland;300;13,74368977
Floodplain woodland;240;10,85881597
Floodplain woodland;180;7,725626434
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;113
Floodplain woodland;300;86,2798302
Floodplain woodland;240;68,16923359
Floodplain woodland;180;48,49976595
Floodplain woodland;400;403
Floodplain woodland;300;307,7059431
Floodplain woodland;240;243,1168242
Floodplain woodland;180;172,9681918
Floodplain woodland;400;81
Floodplain woodland;300;61,84660395
Floodplain woodland;240;48,86467187
Floodplain woodland;180;34,76531895
Floodplain woodland;400;30
Floodplain woodland;300;22,90614961
Floodplain woodland;240;18,09802662
Floodplain woodland;180;12,87604406
Floodplain woodland;400;243
Floodplain woodland;300;185,5398118
Floodplain woodland;240;146,5940156
Floodplain woodland;180;104,2959569
Floodplain woodland;400;40
Floodplain woodland;300;30,54153281
Floodplain woodland;240;24,13070216
Floodplain woodland;180;17,16805874
Floodplain woodland;400;106
Floodplain woodland;300;80,93506196
Floodplain woodland;240;63,94636072
Floodplain woodland;180;45,49535567
Floodplain woodland;400;108
Floodplain woodland;300;82,4621386
Floodplain woodland;240;65,15289582
Floodplain woodland;180;46,3537586
Floodplain woodland;400;36
Floodplain woodland;300;27,48737953
Floodplain woodland;240;21,71763194
Floodplain woodland;180;15,45125287
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;233
Floodplain woodland;300;177,9044286
Floodplain woodland;240;140,5613401
Floodplain woodland;180;100,0039422
Floodplain woodland;400;36
Floodplain woodland;300;27,48737953
Floodplain woodland;240;21,71763194
Floodplain woodland;180;15,45125287
Floodplain woodland;400;71
Floodplain woodland;300;54,21122074
Floodplain woodland;240;42,83199633
Floodplain woodland;180;30,47330427
Floodplain woodland;400;131
Floodplain woodland;300;100,02352
Floodplain woodland;240;79,02804956
Floodplain woodland;180;56,22539238
Floodplain woodland;400;14
Floodplain woodland;300;10,68953648
Floodplain woodland;240;8,445745755
Floodplain woodland;180;6,00882056
